1,6,2,5,3,4,7,8,9,14,10,13,11,12,15,16,17,22,18,21,19,20,23,24,25,30,26,29,27,28,31,32
1,8,2,7,3,4,5,6,9,16,10,15,11,12,13,14,17,24,18,23,19,20,21,22,25,32,26,31,27,28,29,30
1,6,2,3,4,5,7,8,9,14,10,11,12,13,15,16,17,22,18,19,20,21,23,24,25,30,26,27,28,29,31,32
1,8,2,7,3,4,5,6,9,16,10,15,11,12,13,14,17,24,18,23,19,20,21,22,25,32,26,31,27,28,29,30
1,4,2,5,3,6,7,8,9,12,10,13,11,14,15,16,17,20,18,21,19,22,23,24,25,28,26,29,27,30,31,32
1,8,2,7,3,4,5,6,9,16,10,15,11,12,13,14,17,24,18,23,19,20,21,22,25,32,26,31,27,28,29,30
1,6,2,3,4,5,7,8,9,14,10,11,12,13,15,16,17,22,18,19,20,21,23,24,25,30,26,27,28,29,31,32
1,4,2,5,3,6,7,8,9,12,10,13,11,14,15,16,17,20,18,21,19,22,23,24,25,28,26,29,27,30,31,32
1,5,2,4,3,6,7,8,9,13,10,12,11,14,15,16,17,21,18,20,19,22,23,24,25,29,26,28,27,30,31,32
1,7,2,3,4,5,6,8,9,15,10,11,12,13,14,16,17,23,18,19,20,21,22,24,25,31,26,27,28,29,30,32
1,6,2,8,3,4,5,7,9,14,10,16,11,12,13,15,17,22,18,24,19,20,21,23,25,30,26,32,27,28,29,31
1,6,2,5,3,4,7,8,9,14,10,13,11,12,15,16,17,22,18,21,19,20,23,24,25,30,26,29,27,28,31,32
1,3,2,7,4,5,6,8,9,11,10,15,12,13,14,16,17,19,18,23,20,21,22,24,25,27,26,31,28,29,30,32
1,4,2,8,3,5,6,7,9,12,10,16,11,13,14,15,17,20,18,24,19,21,22,23,25,28,26,32,27,29,30,31
1,6,2,8,3,4,5,7,9,14,10,16,11,12,13,15,17,22,18,24,19,20,21,23,25,30,26,32,27,28,29,31
1,4,2,7,3,5,6,8,9,12,10,15,11,13,14,16,17,20,18,23,19,21,22,24,25,28,26,31,27,29,30,32
1,5,2,3,4,6,7,8,9,13,10,11,12,14,15,16,17,21,18,19,20,22,23,24,25,29,26,27,28,30,31,32
1,7,2,3,4,5,6,8,9,15,10,11,12,13,14,16,17,23,18,19,20,21,22,24,25,31,26,27,28,29,30,32
